ID,SMILES,Mutagenicity
629-14-1,CCOCCOCC,mutagenic
37962-27-9,[O-][N+](=O)c1oc(\C=C\C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-])cc1,mutagenic
128946-65-6,CCCCCC(O)\C=C\C=O,non-mutagenic
2784-94-3,CNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,mutagenic
38246-95-6,CCOc1ccc(NO)cc1,mutagenic
129927-33-9,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(C1CCCCC1)c2ccccc2,non-mutagenic
464-49-3,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,non-mutagenic
NOCAS_M124,O=C(OC[C@H]1CO1)[C@H]2CCCC[C@@H]2C(=O)OC[C@H]3CO3,mutagenic
82-86-0,O=C1C(=O)c2cccc3cccc1c23,mutagenic
487-99-0,CC(C)C(O)(C(C)O)C(=O)OCC1CCN2CCCC12,non-mutagenic
260-94-6,c1ccc2nc3ccccc3cc2c1,mutagenic
56183-24-5,OC1C(O)c2c(ccc3ccccc23)c4ccccc14,non-mutagenic
106532-62-1,[O-][N+](=O)c1ccc2N(S\C(=N/C(=O)CCCl)\c2c1)C(=O)CCCl,mutagenic
21802-46-0,Nc1ncnc2c1ncn2C(c3ccccc3)(c4ccccc4)c5ccccc5,mutagenic
1214-32-0,Nc1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1,mutagenic
98897-14-4,OCNc1ncnc2c1ncn2C3OC(CO)C(O)C3O,mutagenic
61-76-7,CNC[C@@H](O)c1cccc(O)c1,non-mutagenic
124076-67-1,NC(CSC(F)(F)C(Cl)Cl)C(=O)O,non-mutagenic
82-68-8,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,non-mutagenic
6232-91-3,COc1ccc2[nH]c(N)nc2c1,non-mutagenic
133830-97-4,CCC1C(=C(C)c2cc(O)ccc12)c3ccc(O)cc3,non-mutagenic
92-93-3,[O-][N+](=O)c1ccc(cc1)c2ccccc2,mutagenic
23445-00-3,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3C(=O)c4c(O)ccc(O)c4Oc3c1,mutagenic
1146-04-9,CC1=C2C(O)C(C)(C)C=C2C(=O)C(C)(O)C13CC3,mutagenic
106400-44-6,NC(CCS\C(=C\Cl)\Cl)C(=O)O,mutagenic
75584-89-3,CCOC(=O)C[n+]1csc2ccccc12,non-mutagenic
1163-05-9,[O-][n+]1c2ccc3ccccc3c2cc4c5ccccc5ccc14,non-mutagenic
105-58-8,CCOC(=O)OCC,non-mutagenic
153-98-0,NCCc1c[nH]c2ccc(O)cc12,non-mutagenic
6533-68-2,CN1[C@@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@@H](CO)c4ccccc4,non-mutagenic
126222-34-2,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(CC3CCCCC3)C(O)C(O)C4CC4,non-mutagenic
55557-00-1,O=NN1CCCN(CC1)N=O,mutagenic
95050-14-9,[O-][N+](=O)c1cccc2c3cc4cccc5ccc6ccc(c12)c3c6c45,mutagenic
4584-57-0,CN(C)c1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,mutagenic
114607-46-4,OC(=O)C(=O)Nc1cccc(c1)c2nn[nH]n2,non-mutagenic
30517-66-9,Oc1cccc2Oc3c4C5CCOC5Oc4cc(O)c3C(=O)c12,non-mutagenic
146795-28-0,COc1ccccc1NC(=O)c2csc(c2)[N+](=O)[O-],mutagenic
202-33-5,C1=Cc2c3ccc4ccccc4c3cc5cccc1c25,mutagenic
645-12-5,OC(=O)c1oc(cc1)[N+](=O)[O-],mutagenic
NOCAS_M286,C1O[C@H]1c2ccccc2,mutagenic
13365-37-2,CN(C)CCCNc1c2ccccc2nc3ccccc13,mutagenic
1456-28-6,CC1CN(CC(C)O1)N=O,mutagenic
29128-23-2,[O-][N+](=O)c1cc(c(c2ccccc2)c(c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
1613-37-2,[O-][n+]1cccc2ccccc12,non-mutagenic
19770-52-6,C1=Cc2c3ccccc3cc4cc5ccccc5c1c24,mutagenic
76-14-2,FC(F)(Cl)C(F)(F)Cl,non-mutagenic
13849-08-6,CC(C)(O)C1Cc2cc3C=CC(=O)Oc3cc2O1,mutagenic
24245-99-6,[O-][N+](=O)c1ccc2nscc2c1,mutagenic
120-40-1,CCCCCCCCCCCC(=O)N(CCO)CCO,non-mutagenic
145241-75-4,Fc1cc(F)c2ncccc2c1,mutagenic
101821-44-7,NC(=N)c1cc2ccc(Br)cc2[nH]1,non-mutagenic
621-31-8,CCNc1cccc(O)c1,mutagenic
5831-16-3,C[C@@H]1CCc2c1cc(C)c3c2ccc4ccccc34,mutagenic
128753-88-8,COc1cccc2c1OC3(C)OOC23C,mutagenic
6691-68-5,CN(C)CCCNc1c2ccccc2nc3c(cccc13)[N+](=O)[O-],mutagenic
NOCAS_M99,CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,mutagenic
77314-23-9,Cn1c(NO)nc2c3cccnc3ccc12,mutagenic
59-31-4,Oc1ccc2ccccc2n1,non-mutagenic
67199-66-0,Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34,mutagenic
2835-98-5,Cc1ccc(N)c(O)c1,mutagenic
73-24-5,Nc1[nH]cnc2ncnc12,mutagenic
496-72-0,Cc1ccc(N)c(N)c1,mutagenic
NOCAS_M234,O1[C@@H]2[C@H]1c3cc4c(ccc5ccccc45)cc3c6ccccc26,mutagenic
1070-70-8,C=CC(=O)OCCCCOC(=O)C=C,non-mutagenic
13154-57-9,CC(C)(C)OOC1(C)C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C,non-mutagenic
5208-87-7,O[C@H](C=C)c1ccc2OCOc2c1,non-mutagenic
39013-93-9,CCN(CCCl)CCCNc1c2ccccc2nc3c1ccc4cccnc34,mutagenic
112077-92-6,CC(=O)ON(C(=O)C)c1ccccc1C,non-mutagenic
124-64-1,OCP(CO)(CO)CO,non-mutagenic
20562-03-2,CC1CCC2C(C)C3C(CC4C5CC=C6CC(CCC6(C)C5CCC34C)OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)N2C1,non-mutagenic
481-49-2,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc7CCN(C)[C@@H](Cc8ccc(Oc1c2)cc8)c57)cc34,mutagenic
462-60-2,NC(=O)NCC(=O)O,non-mutagenic
109-83-1,CNCCO,non-mutagenic
1709-39-3,CCN(CC)S(=O)(=O)c1ccc(N)cc1,non-mutagenic
54484-91-2,CC[N+]([O-])(CC)CCn1nc2c3ccc(Cl)cc3Sc4c(CO)ccc1c24,mutagenic
97-54-1,COc1cc(\C=C/C)ccc1O,non-mutagenic
616-40-0,CCN(N)CC,non-mutagenic
60262-87-5,OC1C(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)OC(C(O)C1O)C(=O)O,non-mutagenic
1633-83-6,O=S1(=O)CCCCO1,mutagenic
57309-38-3,CC1(N(O)c2ccccc2/C/1=N\c3ccccc3)c4ccccc4,non-mutagenic
112653-29-9,OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,non-mutagenic
120-78-5,S(Sc1nc2ccccc2s1)c3nc4ccccc4s3,mutagenic
NOCAS_M120,C[C@H]1C[C@H](OC(=O)C)O[C@H](C)O1,mutagenic
13088-34-1,ClC(=C1OC(=O)C=C1)Cl,mutagenic
51-30-9,CC(C)NCC(O)c1ccc(O)c(O)c1,non-mutagenic
17700-09-3,[O-][N+](=O)c1ccc(Cl)c(Cl)c1Cl,mutagenic
29082-75-5,ClC(=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)Cl,non-mutagenic
67-21-0,CCSCC[C@H](N)C(=O)O,non-mutagenic
36504-67-3,C1Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H]6O[C@H]16,mutagenic
97055-38-4,COC1OC(=O)C(=C1C(Cl)Cl)Cl,mutagenic
65445-61-6,ClC1CCN(CC1)N=O,mutagenic
118-96-7,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],mutagenic
5667-20-9,ONc1[nH]cnc2ncnc12,mutagenic
84-66-2,CCOC(=O)c1ccccc1C(=O)OCC,non-mutagenic
116374-65-3,CN(C)CCCNc1c2ccccc2nc3c(Cl)ccc(c13)[N+](=O)[O-],mutagenic
24496-65-9,c1ccc2c(c1)cc3ccc4cccc5ncc2c3c45,mutagenic
3397-62-4,Nc1nc(N)nc(Cl)n1,non-mutagenic
134-32-7,Nc1cccc2ccccc12,mutagenic
15110-74-4,[O-][N+](=O)c1ccc2c(Cc3cccc(c23)[N+](=O)[O-])c1,mutagenic
501-53-1,ClC(=O)OCc1ccccc1,non-mutagenic
605-94-7,COC1=C(OC)C(=O)C(=CC1=O)C,non-mutagenic
157996-59-3,Nc1c2ccccc2nc3ccc(Br)cc13,mutagenic
72-33-3,COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1,non-mutagenic
13177-29-2,[O-][N+](=O)c1cc2c3ccccc3c4cccc(c1)c24,mutagenic
29916-56-1,[O-][N+](=O)C1CCCC1,mutagenic
483-65-8,CC(C)c1ccc2c(ccc3c(C)cccc23)c1,non-mutagenic
81424-67-1,CNC(=O)ON(C(=O)C)C(=O)NC,mutagenic
434-13-9,C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,non-mutagenic
66-75-1,Oc1ncc(N(CCCl)CCCl)c(O)n1,mutagenic
112-70-9,CCCCCCCCCCCCCO,non-mutagenic
162022-89-1,NNc1nncc2ccncc12,mutagenic
102-13-6,CC(C)COC(=O)Cc1ccccc1,non-mutagenic
108171-26-2,CCCCCCCCCCCl,non-mutagenic
14191-22-1,[O-][N+](=O)c1ccc2c(c1)[nH]c3ccccc23,mutagenic
26741-53-7,CC(C)(C)c1ccc(OP2OCC3(COP(Oc4ccc(cc4C(C)(C)C)C(C)(C)C)OC3)CO2)c(c1)C(C)(C)C,non-mutagenic
15386-58-0,Clc1ccc(cc1Cl)N2C(=O)CCC2=O,non-mutagenic
75-36-5,CC(=O)Cl,non-mutagenic
2402-77-9,Clc1cccnc1Cl,mutagenic
33229-34-4,OCCNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,mutagenic
518-82-1,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,mutagenic
523-66-0,COc1ccc2c(OC)c3ccoc3nc2c1,mutagenic
22608-53-3,COP(=O)(SC)SC,non-mutagenic
111-77-3,COCCOCCO,non-mutagenic
771-97-1,Nc1cc2ccccc2cc1N,mutagenic
56257-59-1,Oc1ccc2c3C(C4OC4C(=O)c13)C5(O)CCC(=O)c6c(O)ccc2c56,mutagenic
77-81-6,CCOP(=O)(C#N)N(C)C,non-mutagenic
345667-02-9,CC(C)(C)c1ccc(cc1)c2ccc(NO)cc2,mutagenic
115-86-6,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,non-mutagenic
NOCAS_M201,OC[C@H]1CO1,mutagenic
610-15-1,NC(=O)c1ccccc1[N+](=O)[O-],mutagenic
57011-48-0,OC(CN=N#N)CN=N#N,mutagenic
194590-84-6,COCCN(CCOC)c1cc(NC(=O)C)c(cc1OC)n2nc3c(Br)cc(N)c(Cl)c3n2,mutagenic
159092-84-9,[O-][N+](=O)c1ccc2cc(c3ccc(cc3c2c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
939-99-1,FC(F)(F)c1ccc(CCl)cc1,non-mutagenic
70-30-4,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,non-mutagenic
28622-66-4,OC1C=Cc2c(ccc3ccccc23)C1O,mutagenic
20268-52-4,Clc1c2ccccc2cc3c1ccc4ccccc34,mutagenic
14064-58-5,COc1cccc(\C=C\c2ccc(cc2)[N+](=O)[O-])c1,mutagenic
128349-98-4,CC(\C=C(\C#N)/c1ccc(Br)cc1)C(C(C#N)c2ccc(Br)cc2)c3ccccc3,non-mutagenic
5709-68-2,Cn1c(nc2ccccc12)[N+](=O)[O-],mutagenic
NOCAS_M283,BrC[C@H]1CO1,mutagenic
68268-12-2,CCN(C(=O)CCCCl)c1snc2ccccc12,non-mutagenic
98499-59-3,CSCNc1ccccc1,mutagenic
134998-77-9,[O-][N+](=O)c1cc2cccc3c4ccccc4c5cccc1c5c23,mutagenic
627-11-2,ClCCOC(=O)Cl,non-mutagenic
67019-22-1,CC(C)C(=O)Nc1snc2ccccc12,non-mutagenic
77376-01-3,CC(=O)OCc1ccccc1[N+](=O)[O-],non-mutagenic
7227-91-0,CN(C)N=Nc1ccccc1,mutagenic
2578-75-8,CC(=O)Nc1nnc(s1)c2oc(cc2)[N+](=O)[O-],mutagenic
82389-34-2,O=C(C1OC1c2ccc(cc2)c3ccccc3)c4ccccc4,non-mutagenic
6428-94-0,Oc1ccc(N=Nc2ccc(cc2)[N+](=O)[O-])c(O)c1,non-mutagenic
38848-76-9,CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,non-mutagenic
115664-51-2,Oc1ccc2ccc3ccc(c4c5ccccc5c1c2c34)[N+](=O)[O-],mutagenic
55520-40-6,NC(Cc1ccc(O)cc1)C(=O)O,non-mutagenic
77109-49-0,COC(=O)C(CSCCBr)NC(=O)C,mutagenic
135-73-9,BrCC(=O)c1ccc(cc1)c2ccccc2,mutagenic
19213-10-6,CC(=O)CC(=O)Nc1ccc(O)cc1,non-mutagenic
86854-03-7,O=C1c2ccccc2c3ccc4ccc5ccccc5c4c13,non-mutagenic
79748-81-5,COC(=O)\C(=C\C)\C=C(/C)\C=C(/C)\C=C\C=C(/C)\C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O,mutagenic
123098-37-3,CC(=O)N1CNC(=O)N(C(=O)C)C1=O,non-mutagenic
61477-94-9,CC1CCCC(C)N1CCCC(O)(c2ccccc2)c3ccccn3,non-mutagenic
54567-09-8,OCCN(CCO)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+](=O)[O-],mutagenic
1088-11-5,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,non-mutagenic
13360-61-7,CCCCCCCCCCCCCC=C,non-mutagenic
90745-27-0,Cc1cccc2cccc(c12)[N+](=O)[O-],mutagenic
142-46-1,NC(=S)NNC(=S)N,non-mutagenic
6530-27-4,ONc1ccc(cc1)N=Nc2ccccc2,mutagenic
NOCAS_M259,CC(C)(C)CCCCCC(=O)OC[C@H]1CO1,mutagenic
134-58-7,Nc1nc(O)c2[nH]nnc2n1,non-mutagenic
59405-72-0,CCCCOc1ccc(cn1)N=Nc2ccc(cc2)N(CC)CC,mutagenic
98447-34-8,CCCC(=O)Nc1snc2cc(Cl)ccc12,non-mutagenic
115314-17-5,[O-][N+](=O)c1cccc(c1)S(=O)(=O)OC[C@H]2CO2,mutagenic
7300-59-6,NC(CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O,non-mutagenic
478-43-3,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,mutagenic
110-54-3,CCCCCC,non-mutagenic
58718-48-2,[O-][N+](=O)c1cccc2nc3cccc(c3nc12)[N+](=O)[O-],mutagenic
103393-72-2,ClCc1ccc2c3cccc4cccc(c2c1)c34,mutagenic
598-38-9,OCC(Cl)Cl,mutagenic
159714-86-0,CCc1c2C3NC3c4ccccc4c2cc5ccccc15,mutagenic
92-31-9,CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,mutagenic
108529-37-9,CC(=O)Nc1nc2c3cccnc3ccc2n1C,mutagenic
78-59-1,CC1=CC(=O)CC(C)(C)C1,non-mutagenic
6382-01-0,N[C@@H](CCC(=O)O)C(=O)O,non-mutagenic
22089-22-1,ClCCN(CCCl)P1(=O)OCCCN1CCCl,mutagenic
18234-46-3,CC(=O)OCc1cocc2c(C=O)ccc12,mutagenic
111712-51-7,CC(C)(Br)C(Br)CCl,non-mutagenic
32959-60-7,Cc1ccccc1c2oc3ccccc3n2,non-mutagenic
52-28-8,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@H]5Oc1c2[C@]45CCN3C,non-mutagenic
937-40-6,CN(Cc1ccccc1)N=O,mutagenic
NOCAS_M173,[O-][N+](=O)c1ccc2ccc3cccc4[C@H]5O[C@H]5c1c2c34,mutagenic
42794-87-6,Nc1c(F)cc(cc1F)c2cc(F)c(N)c(F)c2,mutagenic
85-82-5,Cc1cc(C)cc(c1)N=Nc2c(O)ccc3ccccc23,non-mutagenic
77191-36-7,Cc1cccc(C)c1NC(=O)CN2CCCC2=O,non-mutagenic
NOCAS_M381,CC(=CCC[C@@](C)(O)C=C)C,non-mutagenic
91575-28-9,CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,mutagenic
2221-41-2,COc1ccc2nc3occc3c(OC)c2c1,mutagenic
22008-60-2,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,non-mutagenic
53-70-3,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,mutagenic
105708-79-0,CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,mutagenic
113163-23-8,C1Cc2c(ccc3cccnc23)C4OC14,non-mutagenic
151-50-8,[C-]#N,non-mutagenic
83-66-9,COc1c(c(C)c(cc1C(C)(C)C)[N+](=O)[O-])[N+](=O)[O-],non-mutagenic
6473-13-8,Nc1ccc(N=Nc2ccc3cc(c(N=Nc4ccc(Nc5ccc(cc5S(=O)(=O)O)N=Nc6c(O)c7cc(ccc7cc6S(=O)(=O)O)N=Nc8ccc(N)cc8N)cc4)c(O)c3c2)S(=O)(=O)O)c(N)c1,mutagenic
101126-65-2,[O-][N+](=O)c1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)ccc3Oc2c1Cl,mutagenic
32534-81-9,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,non-mutagenic
612-22-6,CCc1ccccc1[N+](=O)[O-],non-mutagenic
2912-62-1,ClC(C(=O)Cl)c1ccccc1,mutagenic
1197-55-3,Nc1ccc(CC(=O)O)cc1,mutagenic
13889-92-4,CCCSC(=O)Cl,mutagenic
4245-76-5,CNC(=N)N[N+](=O)[O-],mutagenic
1934-20-9,Oc1ccc2cc(ccc2c1N=Nc3ccccc3)S(=O)(=O)O,non-mutagenic
24279-91-2,COC(COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)C,mutagenic
128753-95-7,COCC12OOC1(C)c3ccccc3O2,mutagenic
126420-93-7,Brc1ccc(CN2C3C2c4ccccc4c5ccccc35)cc1,mutagenic
110-88-3,C1OCOCO1,non-mutagenic
7085-55-4,CC1OC(OCC2OC(OC3=C(Oc4cc(OCCO)cc(O)c4C3=O)c5ccc(OCCO)c(OCCO)c5)C(O)C(O)C2O)C(O)C(O)C1O,non-mutagenic
63018-94-0,Cc1ccc2c(C)c3ccccc3c(C)c2c1,mutagenic
14346-19-1,Nc1snc2ccc(cc12)[N+](=O)[O-],mutagenic
81407-76-3,C\C=C\C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,mutagenic
NOCAS_M470,FC(F)(F)[C@H](Cl)Br,non-mutagenic
112-24-3,NCCNCCNCCN,mutagenic
60-11-7,CN(C)c1ccc(cc1)N=Nc2ccccc2,mutagenic
5786-21-0,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,non-mutagenic
NOCAS_M288,C=CCCCC[C@H]1CO1,mutagenic
109-76-2,NCCCN,non-mutagenic
62690-96-4,C1CC=C2C(C1)CCc3ccccc23,mutagenic
616-72-8,Cc1cc(C)c(cc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
612-12-4,ClCc1ccccc1CCl,non-mutagenic
111380-10-0,Cn1cnc(c1c2ccccc2)[N+](=O)[O-],non-mutagenic
4612-63-9,Cc1cc2Cc3ccccc3c2cc1C,non-mutagenic
2508-20-5,O=Nc1ccc2c(Cc3ccccc23)c1,mutagenic
4947-27-7,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1Nc4ccccc4,mutagenic
101-80-4,Nc1ccc(Oc2ccc(N)cc2)cc1,mutagenic
81-25-4,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,mutagenic
13107-39-6,Cc1ccc(cc1)[C@@H]2CO2,mutagenic
81-63-0,Oc1c2C(=N)CCC(=N)c2c(O)c3ccccc13,mutagenic
6385-62-2,C1C[n+]2ccccc2c3cccc[n+]13,non-mutagenic
59-67-6,OC(=O)c1cccnc1,non-mutagenic
2303-16-4,CC(C)N(C(C)C)C(=O)SC\C(=C\Cl)\Cl,mutagenic
37571-88-3,OC1C(O)c2cc3ccccc3c4ccc5cccc1c5c24,mutagenic
115453-71-9,NC(CS\C=C\Cl)C(=O)O,mutagenic
37574-48-4,Oc1cc2cc3ccccc3c4ccc5cccc1c5c24,mutagenic
1445-69-8,O=C1NNC(=O)c2ccccc12,non-mutagenic
17024-18-9,[O-][N+](=O)c1ccc2c(ccc3ccccc23)c1,mutagenic
548-42-5,CN1CC(=C[C@@H]2[C@H]1Cc3c[nH]c4cccc2c34)C,mutagenic
99520-58-8,Oc1ccc2c3ccc4ccc5cccc6cc(c2c1)c3c4c56,mutagenic
51868-46-3,COc1cc(N=Nc2c(Br)cc(cc2[N+](=O)[O-])[N+](=O)[O-])c(NC(=O)C)cc1N(CC=C)CC=C,mutagenic
92-84-2,N1c2ccccc2Sc3ccccc13,non-mutagenic
193-54-4,C1=Cc2ccc3c4ccccc4c5ccc1c2c35,mutagenic
53693-66-6,CCN(CC)c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)N(CC)CC,mutagenic
224-42-0,c1ccc2c(c1)ccc3nc4ccc5ccccc5c4cc23,mutagenic
586-78-7,[O-][N+](=O)c1ccc(Br)cc1,mutagenic
107-06-2,ClCCCl,mutagenic
17070-45-0,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,mutagenic
43218-55-9,CCN(CC)CCn1nc2ccc(C)c3c4ccc(Cl)cc4Sc1c23,mutagenic
86640-16-6,COc1cc2nc3ccccc3c(O)c2cc1OC,mutagenic
215226-71-4,C\C(=C(\Cl)/C(=O)O)\C=O,mutagenic
103-76-4,OCCN1CCNCC1,non-mutagenic
316-14-3,Cc1cc2ccccc2c3cc4ccccc4cc13,mutagenic
52748-34-2,O=CC1C=COC=C1,non-mutagenic
758-17-8,CN(N)C=O,non-mutagenic
619-80-7,NC(=O)c1ccc(cc1)[N+](=O)[O-],mutagenic
107-92-6,CCCC(=O)O,non-mutagenic
68-26-8,C\C(=C\CO)\C=C/C=C(/C)\C=C/C1=C(C)CCCC1(C)C,mutagenic
2611-82-7,Oc1ccc2cc(cc(c2c1N=Nc3ccc(c4ccccc34)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,non-mutagenic
61166-04-9,Cn1c2ccccc2c3cc(N)ccc13,mutagenic
123-77-3,NC(=O)N=NC(=O)N,mutagenic
594-72-9,CC(Cl)(Cl)[N+](=O)[O-],mutagenic
1955-45-9,CC1(C)COC1=O,mutagenic
59-30-3,Nc1nc(O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,non-mutagenic
97-02-9,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
112-57-2,NCCNCCNCCNCCN,mutagenic
97284-34-9,Oc1ncc2ccc3cccc4ccc1c2c34,non-mutagenic
4648-33-3,COc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,mutagenic
131862-21-0,CN(C)CCNC(=O)c1cccn2cc(nc12)c3ccccc3,mutagenic
72273-04-2,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)OC(=O)COc5ccc(cc5)N(CCCl)CCCl)[C@@H]1CCC(=O)N2,mutagenic
81-07-2,O=C1NS(=O)(=O)c2ccccc12,non-mutagenic
4426-50-0,C[C@H]1CCOS(=O)(=O)O1,mutagenic
146795-38-2,[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccc(Cl)cc2,mutagenic
NOCAS_M491,CCCC[C@@H](CC)COC(=O)CCCCC(=O)OC[C@H](CC)CCCC,non-mutagenic
51576-10-4,CC(=O)OC12CCC3[C@](CCC4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=C)C2,non-mutagenic
613-65-0,CN(C)c1ccc(cc1)N=Nc2ccc3ccccc3c2,mutagenic
3031-73-0,COO,mutagenic
NOCAS_M317,N[C@@H](CSCc1ccccc1)C(=O)O,non-mutagenic
9006-42-2,SC(=N\C=C\N=C(S)S)S,non-mutagenic
88266-67-5,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCN(C)CCC(N(C)c7ccc(OCc8ccccc8)c(OCc9ccccc9)c7)N(C)c%10ccc(OCc%11ccccc%11)c(OCc%12ccccc%12)c%10,mutagenic
24325-70-0,Cc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,mutagenic
59820-43-8,OCCN(CCO)c1ccc(cc1O)[N+](=O)[O-],mutagenic
69657-88-1,CN(C)c1ccc(N(C)C)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,mutagenic
138805-31-9,CC(=O)Nc1cc(ccc1C)N=Nc2ccc(C)c(NC(=O)C)c2,non-mutagenic
115781-41-4,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc12,non-mutagenic
16423-19-1,CC1CCCC2(C)CCCCC12O,non-mutagenic
6041-94-7,Oc1c(cc2ccccc2c1N=Nc3cc(Cl)ccc3Cl)C(=O)Nc4ccccc4,mutagenic
23045-12-7,Cc1ccc2nc3ccccc3c(N)c2c1,mutagenic
146177-63-1,Cn1c(N)nc2c1ccc3nc(c4ccccc4)c(nc23)c5ccccc5,non-mutagenic
76-38-0,COC(F)(F)C(Cl)Cl,non-mutagenic
97931-39-0,[O-][N+](=O)c1c2CCc3cccc4ccc(c5ccccc15)c2c34,mutagenic
298-12-4,OC(=O)C=O,mutagenic
14861-17-7,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,mutagenic
1338-23-4,CC(=O)CCOOCCC(=O)C,non-mutagenic
519-73-3,c1ccc(cc1)C(c2ccccc2)c3ccccc3,non-mutagenic
4097-22-7,Nc1ncnc2c1ncn2[C@@H]3CC[C@H](CO)O3,mutagenic
72782-13-9,CN(Cc1ccc(cc1)C(=O)O)N=O,non-mutagenic
18810-04-3,NC(CCCCNCC(N)C(=O)O)C(=O)O,non-mutagenic
96910-71-3,CC1(C)CC2C3(C)CC3(C=O)C(=CC2(O)C1)C=O,mutagenic
90-13-1,Clc1cccc2ccccc12,mutagenic
366-70-1,CNNCc1ccc(cc1)C(=O)NC(C)C,non-mutagenic
59702-31-7,CCN1CCNC(=O)C1=O,non-mutagenic
86-57-7,[O-][N+](=O)c1cccc2ccccc12,mutagenic
