Canonical SMILES,Mutagenicity
N#Cc1cccc(c1)/C=C/c1ccc(cc1)N,mutagenic
COc1cc(O)ccc1Nc1c2ccccc2nc2c1cccc2,mutagenic
Cc1c2C3NC3c3c(-c2c(c2c1cccc2)C)cccc3,mutagenic
O=c1ccc2c(o1)cccc2,mutagenic
Clc1nncc2c1cccn2,non-mutagenic
CCN(C(=O)N(C)C)N=O,mutagenic
O=NN1CCCCCCCCCCCC1,mutagenic
Nc1cc([N+](=O)[O-])c(c(c1C)C)N,mutagenic
O=NN(Cc1ccc(cc1)C)C,non-mutagenic
O=Nc1cc(ccc1C)[N+](=O)[O-],mutagenic
Cc1cccc(c1N)C,mutagenic non-mutagenic
[O-][N+](=O)c1ccc(c(c1)C)N,mutagenic
Clc1ccc(cc1)C(=O)c1ccc(cc1)OC(C(=O)O)(C)C,non-mutagenic
CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)N,mutagenic
NNc1ccccc1,mutagenic
O=C1c2ccccc2CCc2c1cccc2,non-mutagenic
CC(N)(C)C,non-mutagenic
O=C1C=CC(=O)O1,non-mutagenic
c1cc2ccc3c4c2c(c1)ccc4cc1c3cco1,mutagenic
Cc1cccc2c1nccc2,mutagenic
CCCC[C@@H](COC(=O)c1cccc(c1)C(=O)OC[C@H](CCCC)CC)CC,non-mutagenic
O1CC1Oc1ccccc1,mutagenic
Oc1ccc(c(c1)C(C)(C)C)O,non-mutagenic
COc1cc2-c3c(O)c(OC)cc4c3C(Cc2cc1O)[N+](C)(C)CC4,non-mutagenic
CC/C=C/C=C/C=C/C=C/OCC(CO)O,mutagenic
O=Nc1cccc(c1)c1ccccc1,mutagenic
ClCCC(=O)N(c1snc2c1cccc2)CC,mutagenic
OC1C2OC2c2c(C1O)ccc1c2c(C)cc2c1CCC2,mutagenic
CC(c1c(C)n(n(c1=O)c1ccccc1)C)C,non-mutagenic
S(Cc1ccccc1)SCc1ccccc1,mutagenic
Nc1cc2nc3cc(N)c(cc3cc2cc1C)C,mutagenic
[O-][N+](=O)c1ccc2c3c1ccc1c3c(cc2)cc2c1CCCC2,mutagenic
OCCNC(=O)N(CCCl)N=O,mutagenic
[CH2-][N+](=O)[O-],non-mutagenic
Nc1cc(N)c(cc1N=Nc1ccccc1)C,mutagenic
Cc1cc(O)c(cc1C1(OS(=O)(=O)c2c1cccc2)c1cc(C)c(cc1C)O)C,non-mutagenic
CCN(S(=O)(=O)c1ccc(cc1)NC(=O)C)CC,non-mutagenic
CN(c1ccc2c(c1)nc1c(c2)ccc(c1)N(C)C)C,mutagenic
O=C(c1ccccc1)Nc1cccc2c1C(=O)c1c(C2=O)c(Cl)ccc1,mutagenic
OC(=O)C1CC=C(C=C1)OP1(Oc2ccc(cc2)C(=O)O)NP(Oc2ccc(cc2)C(=O)O)(Oc2ccc(cc2)C(=O)O)NP(N1)(Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,non-mutagenic
CCCCCCCCCc1ccccc1C(OS(=O)(=O)O)CO,non-mutagenic
Oc1ccc2c(c1)c(cc(c2)S(=O)(=O)O)S(=O)(=O)O,non-mutagenic
IC(I)I,mutagenic
ClCBr,mutagenic
O=C1NC(=O)C(N1)(c1ccc(cc1)O)c1ccccc1,non-mutagenic
CCCCC(=O)Nc1snc2c1cc(Cl)cc2,non-mutagenic
C=CC(=O)OCCCCCOC(=O)C=C,non-mutagenic
CC[C@H]1CN2CCc3c([C@H]2C[C@H]1C[C@H]1NCCc2c1cc(OC)c(c2)OC)cc(c(c3)OC)OC,non-mutagenic
Cc1ccc(cc1NCC)O,mutagenic
Cc1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,mutagenic
c1ccc2c(c1)[nH]cc2,non-mutagenic
COc1ccc(cc1)OC,non-mutagenic
O=NN1CCC[C@@H]1c1cccnc1,mutagenic
CCCCCCCCO,non-mutagenic
[O-][N+](=O)c1cccc(c1Cl)Cl,non-mutagenic
O=C/C=C/C=O,mutagenic
Nc1ccccc1N,mutagenic
Cc1cc2c(C)cccc2c2c1c1ccccc1cc2,mutagenic
[O-][N+](=O)c1c2CCC=Cc2c2c3c1ccc1c3c(cc2)ccc1,non-mutagenic
O=C1c2ccccc2CN2N1Cc1ccccc1C2=O,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)Oc1c(O2)cccc1,mutagenic
CC1CS1,non-mutagenic
[O-][N+](=O)c1scc(c1)C(=O)N,mutagenic
c1ccc2c(n1)c1ncccc1cc2,non-mutagenic
c1ccc2c(c1)cc1c(c2)cc2c3c1C=Cc3ccc2,mutagenic
C/C=C/C,non-mutagenic
O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,mutagenic
c1ccc2c(c1)ccc1c2cc2cccc3c2c1C1OC31,mutagenic
CC(=O)Nc1ccc(cc1)Cc1ccc(cc1)N,non-mutagenic
OC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)C1CC1,non-mutagenic
[O-][N+](=O)c1cc2c(Cl)nsc2cc1,mutagenic
[O-][N+](=O)c1ccc2c(c1)cc1-c3cccc4c3c(-c1n2)ccc4,mutagenic
O=C1c2ccccc2Cc2c1cccc2,mutagenic
Nc1ccc(c(c1)N)Cl,mutagenic
Fc1ccccn1,mutagenic
Oc1c2ccccc2cc2c1ccc(c2O)O,mutagenic
CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)C,non-mutagenic
COC(=O)C(=C)C#N,mutagenic
O=Nc1ccc(cc1)Oc1ccccc1,mutagenic
[O-][N+](=O)c1ccccc1,non-mutagenic
O=C=S,mutagenic
NC(C(=O)O)CSC(C(Br)Cl)(F)F,mutagenic
C[C@H](CN(C[C@H](O)C)C[C@H](O)C)O,non-mutagenic
CC(c1ccccc1)N(C)C,non-mutagenic
[O-][N+](=O)c1cn(c(n1)Cl)C[C@@H](COC)O,mutagenic
[O-][N+](=O)c1ccc2c(c1)c1c(cc2[N+](=O)[O-])cccc1[N+](=O)[O-],mutagenic
CC(=O)N(c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)C,mutagenic
[O-][N+](=O)C1=Cc2c3c1cc1cc4ccccc4cc1c3ccc2,mutagenic
CCCC[C@H](COC(=O)c1ccccc1C(=O)O)CC,non-mutagenic
NNc1scc(n1)c1ccc(cc1)N,mutagenic
Cc1ccc(cc1)NN=NCc1ccccc1,mutagenic
CCCCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)O)NC(=O)CCC(C(=O)N)NC(=O)C(NC(=O)C(OC(C(C(CO)O)O)C(NC(=O)C)C=O)C)C,non-mutagenic
C[C@H]1CO1,mutagenic
OC1=C/C(=N\c2ccc(cc2)[N+](=O)[O-])/C(=O)C=C1c1nnc(s1)NC(=O)c1ccccc1,mutagenic
Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
O=C(C(F)(F)F)C(F)(F)F,non-mutagenic
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,non-mutagenic
COCCc1ccc(cc1)OCC(CNC(C)C)O,non-mutagenic
OS(=O)(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,mutagenic
CC1(OC1)c1ccc(cc1)c1ccccc1,mutagenic
O=C/C(=C(/C(=O)O)\Cl)/Cl,mutagenic
CCCCCC(=O)O,non-mutagenic
Clc1ccc2c(c1)Oc1c(O2)cc(cc1)Cl,non-mutagenic
[O-][N+](=O)c1cc(Cl)c(c(c1)Cl)N,mutagenic
O=C(C1c2ccccc2Oc2c1cccc2)OCC[N+](C(C)C)(C(C)C)C,non-mutagenic
Cc1ccc2c(c1)C(=O)c1c(C2=O)cccc1,non-mutagenic
CC(=O)Nc1ccc(cc1)Sc1ccccc1,mutagenic
N#CCCN(c1ccc(cc1)N=Nc1ccc2c(c1)scn2)C,mutagenic
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,non-mutagenic
CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,non-mutagenic
OC(=O)C(C(C(C(C(C(C(Cl)(F)F)(Cl)F)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,non-mutagenic
COc1ccccc1N=Nc1c(O)ccc2c1cccc2,mutagenic
O=CN(c1ccc2c(c1)cccc2)O,mutagenic
CC(=O)c1ccco1,mutagenic
CCCCNCC,non-mutagenic
[O-][N+](=O)c1ccc2c3c1-c1ccccc1-c3ccc2,mutagenic
[O-][N+](=O)c1ccc2c(c1)ncn2C,non-mutagenic
COc1ccccc1c1ccccc1,non-mutagenic
CC(CC(=O)CC(C)C)C,non-mutagenic
Brc1ccc(cc1)/C=C/C(=O)c1ccccc1,non-mutagenic
CNP1(NC)NP(NC)(NC)NP(N1)(NC)NC,non-mutagenic
Nc1ccc(cc1)CCc1ccccc1,mutagenic
CCOC(=O)Nc1cccc2c1nc1-c2c[nH]cc1,non-mutagenic
Fc1ccc2-c3c(C(c2c1)C)cccc3,mutagenic
Nc1cccc2c1C(=O)c1cccc(c1C2=O)N,mutagenic
CCn1c2ccc(cc2c2c1cccc2)N,mutagenic
Cc1cccc2c1N(C)C1=Nc3c(C1C2C)cccc3,mutagenic
OCCNc1ccc(c2c1C(=O)c1ccccc1C2=O)NC,mutagenic
CCCCN(CCC(=O)OC)N=O,mutagenic
Clc1ccc(c(c1)N)[N+](=O)[O-],mutagenic
COCC=O,mutagenic
Cc1scc(n1)c1ccc(o1)[N+](=O)[O-],mutagenic
CN(N=Nc1ccc(cc1)[N+](=O)[O-])C,mutagenic
ONc1cc(C)ccc1C,mutagenic
c1ccc2-c3ccc4c(c3[C@@H]3[C@H](c2c1)N3)cccc4,mutagenic
O=NN1CN2CN(C1)CN(C2)N=O,mutagenic
NNc1nc2c(s1)c1c(cc2)nc2c(c1O)cccc2,mutagenic
OC(=O)[C@H](Br)Cl,mutagenic
NC(=O)C1CO1,mutagenic
COC(=O)C(Oc1ccc(cc1)c1ccc(cc1)Cl)(C)C,non-mutagenic
Nc1ccc2c(c1)[s+]c1c(n2)ccc(c1)N,mutagenic
O=C1c2cc(ccc2-c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-],mutagenic
OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)N1C(=O)c2c3c1cc1c(OC)cccc1c3c1c(c2)OCO1,non-mutagenic
SC[C@@H](C(=O)O)NC(=O)C,mutagenic
CC1=Cc2nc3c(c(c2C(C1O)O)C)ccc1c3cccc1,mutagenic
CCCCON=O,mutagenic
ClC[C@@H]1O[C@H](CCl)O[C@@H](O1)CCl,mutagenic
Fc1ccc2c(n1)cccc2,non-mutagenic
N1CCN(CC1)c1ccccc1,non-mutagenic
COC(C)(C)C,non-mutagenic
CN(CCNS(=O)(=O)c1cccc2c1nccc2)C,non-mutagenic
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccccc1,non-mutagenic
Oc1ccccc1c1ccccc1O,non-mutagenic
COc1cc(C=O)ccc1OC,non-mutagenic
ClCc1ccc(cc1)CCl,non-mutagenic
Oc1ccc2c(c1)c1c(C)c(N)cc(c1[nH]2)C,mutagenic
Cc1ccc(cc1)S(=O)(=O)n1ncc(c(c1=O)Cl)Cl,non-mutagenic
CC(=O)OCN([N+](=O)[O-])C,mutagenic
CC(c1c(N)ccc2-c3c(Cc12)cccc3)C,mutagenic
Cc1cccc2-c3c(C(c12)C)cccc3,mutagenic
[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],mutagenic
CCOP(=S)(Oc1ccc(cc1)S(=O)C)OCC,non-mutagenic
CCCCON(C(=O)c1ccc(cc1)OC)OC(=O)C,mutagenic
Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@H]([C@H](CC[C@H]1Br)Br)Br,non-mutagenic
CN(C(=O)/C=C/c1ccc(o1)[N+](=O)[O-])C,mutagenic
CN(CCCNc1c2ccccc2nc2c1c(ccc2)[N+](=O)[O-])C,mutagenic
c1ccc2-c3ccc4c(c3C3C(c2c1)O3)cccc4,mutagenic
CCN(C(=O)/C(=C(\OP(=O)(OC)OC)/C)/Cl)CC,mutagenic
OC(=O)C(CS/C(=C(/C(=C(Cl)Cl)Cl)\Cl)/Cl)N,mutagenic
COc1cc(OC)c(c(c1)n1c(cc(=O)c(c1c1ccc(cc1)F)C)c1ccccc1)Cl,non-mutagenic
Nc1c2cc(C)ccc2nc2c1cc(C)cc2,mutagenic
FC(C(C(F)(F)F)F)F,non-mutagenic
Cc1ccc(c(c1C(c1ncc(n1C)[N+](=O)[O-])O)O)C(C)(C)C,non-mutagenic
CN(c1ccc2c(c1)[s+]c1c(n2)ccc(c1)N(C)C)C,mutagenic
CC/C=C/C=C/C=C/C=C/C=C/C=C/OCC(CO)O,mutagenic
CC(=O)Nc1cccc(c1C)N=Nc1cccc(c1C)NC(=O)C,non-mutagenic
CNC(=O)NC,non-mutagenic
CCCC[C@H](COCCC#N)CC,non-mutagenic
OC(=O)CCCCCCCCCCCNC(=O)C1CC(N(C1(C)C)O)(C)C,non-mutagenic
O=C1CCCc2c1cc(C)c1c2ccc2c1cccc2,mutagenic
COc1cc(C=O)ccc1O,non-mutagenic
CCNS(=O)(=O)c1ccc(cc1)C,non-mutagenic
N#CCC[C@H](C#N)C,mutagenic
Cc1c2ccc3c(c2nc2c1cccc2)cccc3,mutagenic
O=C(C(c1ccccc1)N)NC1C(=O)N2C1SC(C2C(=O)OCc1oc(=O)oc1C)(C)C,non-mutagenic
O=c1ccc2c(o1)cc1c(c2OCC2OC2(C)C)cco1,non-mutagenic
CNCCCN1c2ccccc2CCc2c1cccc2,non-mutagenic
Clc1ccc(cc1)Nc1ccc(cc1)[N+](=O)[O-],mutagenic
CCOC(=O)C(=NNc1ccc(cc1)c1ccc(cc1)NN=C(C(=O)OCC)C(=O)OCC)C(=O)OCC,non-mutagenic
Cc1c(C)ccc(c1C)C,non-mutagenic
O=NN(C(C(=O)C)OC(=O)C)C,mutagenic
[O-][N+](=O)C1=Cc2c3c1cccc3c1c(c2)cc2c(c1)cccc2,mutagenic
O=c1cc(C)c2c(o1)c1CCCN3c1c(c2)CCC3,mutagenic
O=Cc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1,non-mutagenic
CCCCCC(/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)O)(O)C,non-mutagenic
CC(=O)Nc1ccc(cc1)O,non-mutagenic
[O-][N+](=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],mutagenic
N#N=NCC(C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,mutagenic
O=c1oc(c(o1)CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(c1n2C(C)S1)C(=O)O)C,non-mutagenic
OC(=O)Cc1cccc(c1)[N+](=O)[O-],non-mutagenic
Cc1cc(C)c(c(c1)C)C,non-mutagenic
CC(=O)N,non-mutagenic
ClC/C(=C(\C(=O)O)/Cl)/C=O,mutagenic
CC(=O)n1ncc(c(c1=O)Cl)Cl,non-mutagenic
ClCC(=O)Nc1snc2c1ccc(c2)Cl,mutagenic
Clc1cc(Cl)c(c(c1Cl)[N+](=O)[O-])Cl,non-mutagenic
CC(c1ccc(cc1)OC[C@@H]1OC1)(C)C,mutagenic
ONc1cc2c([nH]1)cccc2,mutagenic
Cc1cnc2c(n1)c(C)c(c1c2nc(n1C)N)C,mutagenic
CC1CN(N=O)CC(N1C(=O)c1ccccc1)C,non-mutagenic
Nc1ccc(cc1C)S(=O)(=O)O,non-mutagenic
O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2)O)C(=O)O,non-mutagenic
Nc1c(C)cc(c(c1C)[N+](=O)[O-])N,non-mutagenic
CC(O)(C)C,non-mutagenic
CC(CC(=O)Nc1snc2c1cc(Cl)cc2)C,non-mutagenic
O=C([C@H]1[C@@H](C1(C)C)C=C(C)C)OCN1C(=O)C2=C(C1=O)CCCC2,mutagenic
NCN,mutagenic
ClCC1C(CCl)C2(C(C1(Cl)C(=C2Cl)Cl)(Cl)Cl)Cl,non-mutagenic
CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,non-mutagenic
CCCCOCCOCCO,non-mutagenic
CCCCCCCCCCCCCC(=O)N(c1ccc2-c3c(Cc2c1)cccc3)O,mutagenic
BrCC(COP(=O)(OCC(CBr)Br)O)Br,mutagenic
OCc1ccc(o1)C=O,mutagenic
Oc1ccc2c(c1)c1c(cc2)ccc2c1n(C)cc2,mutagenic
CCCCC(COC(=O)c1ccc(cc1)C(=O)OCC(CCCC)CC)CC,non-mutagenic
C[C@H](CN)O,mutagenic
ClN1C2C1c1ccccc1-c1c2cccc1,mutagenic
ClCCN(CCCNc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)CC,mutagenic
ClCc1ccc2-c3c(-c4c2c1ccc4)cccc3,mutagenic
OC(=O)C1CSSC(C(=O)N1)(C)C,non-mutagenic
[O-][N+](=O)c1cccc2c1oc1c2cccc1,mutagenic
COc1cc2OC3C(c2c2c1c1CCC(=O)c1c(=O)o2)CCO3,mutagenic
ClC(=O)c1ccc(cc1)[N+](=O)[O-],mutagenic
OC(COc1cccc2c1c1ccccc1[nH]2)CNC(C)C,non-mutagenic
O=C1C2(Cl)C3(C4(C1(Cl)C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,non-mutagenic
O=Cc1ccccc1O,non-mutagenic
OC[C@H]1O[C@@H](Oc2cccc3c2C(=O)c2c(C3=O)cccc2O)[C@@H]([C@H]([C@@H]1O)O)O,mutagenic
CCOc1cccc(c1)N,mutagenic
CCOC[C@H](COc1ccc(cc1)NC(=O)CC[S+](C)C)O,non-mutagenic
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,mutagenic
C=CC(=O)OCC(C)(C)C,non-mutagenic
[O-][N+](=O)c1cc2[nH]c3c(c2cc1N)cccc3,mutagenic
O=C1c2ccccc2C(=O)c2c1ccc(c2[N+](=O)[O-])C,mutagenic
Oc1ccc(c(c1)Cl)Cl,non-mutagenic
O(Cc1ccccc1)Cc1ccccc1,non-mutagenic
Cc1ccc(cc1)CC[C@@H]1OC1,mutagenic
OC1C2OC2c2c(C1O)ccc1c2c2ccc3c(c2cc1)cccc3,mutagenic
O=C1OC(=O)c2c1cc(cc2)C(=O)O,non-mutagenic
C[n+]1c2ccccc2c(c2c1cccc2)N,mutagenic
O[C@@H]1C=Cc2c([C@H]1O)c1ccc3c(c1cc2[N+](=O)[O-])cccc3,mutagenic
Cc1ccc(cc1)S(=O)(=O)OCc1ccc(cc1)[N+](=O)[O-],mutagenic
O=C(c1ccccc1)/C=C/c1ccc(cc1)Oc1ccccc1,non-mutagenic
COc1ccc(cc1N)C,mutagenic
CCCCC=C,non-mutagenic
CC(=O)Nc1ccc(cc1)/C=C\c1ccccc1,mutagenic
FC(C(Cl)(Cl)F)(Cl)Cl,mutagenic
CC/C=C/CC/C=C/C=O,non-mutagenic
OC1C=Cc2c(C1O)ccc1c2cccn1,non-mutagenic
CCCC[C@H](COC[C@H]1CO1)CC,mutagenic
Oc1ccc2c(c1)oc(=O)c1c2oc2c1ccc(c2)O,non-mutagenic
CCN(c1ccccc1)Cc1ccccc1,non-mutagenic
COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,non-mutagenic
CCCCN(C[C@H](C1=CC(=[N+]=[N-])C(=O)C=C1)O)N=O,mutagenic
Oc1c(O)cccc1O,mutagenic
COS(=O)(=O)OC,mutagenic
CN(c1ccc(cc1)N=Nc1ccc2c(c1)scn2)C,mutagenic
NN(c1ccccc1)c1ccccc1,non-mutagenic
CCN=[N+](C)[O-],non-mutagenic
[O-][N+](=O)c1ccc2-c3cc4CCc5c(-c4cc3CCc2c1)cccc5,mutagenic
OOC([C@@H]1CC[C@H](CC1)C)(C)C,mutagenic
OC(=O)/C=C/C=C/C(=O)O,non-mutagenic
O=C1Cc2cc3ccc(cc3cc2C(C1O)O)[N+](=O)[O-],non-mutagenic
CC(CCON=O)C,mutagenic
CCNC(=O)CCC(C(=O)O)N,non-mutagenic
CCCCC/C=C\C=C/C=O,non-mutagenic
CCCN(C(=O)N)N=O,mutagenic
CCCCCCCC/C=C\CCCCCCCC(=O)OC,non-mutagenic
Fc1ccc(c(c1)F)N,mutagenic
[O-][N+](=O)c1cc(cc(c1Cl)[N+](=O)[O-])C(F)(F)F,non-mutagenic
OC(COc1cccc2c1C=CC2)CNC(C)C,non-mutagenic
c1ccc2c(c1)c1ccc3c(c1cc2)nccc3,mutagenic
ClCC(=O)N(c1snc2c1cccc2)C,non-mutagenic
CCCCCCCCS(=O)[C@@H](Cc1ccc2c(c1)OCO2)C,non-mutagenic
CCCCC(=C)C=O,mutagenic
Nc1ccc(cc1)Sc1ccc(cc1)N,mutagenic
COc1ccc(c(c1)OC)N,mutagenic
CC(=O)N(C)C,non-mutagenic
COc1cc2O[C@@H]3[C@H](c2c2c1c1[C@@H](Cl)[C@H](C(=O)c1c(=O)o2)Cl)C=CO3,mutagenic
OC1C(O)c2ccc(c3c2c2c1cccc2c1c3cccc1)[N+](=O)[O-],mutagenic
OC(=O)C1OC(Oc2cccc3c2cc2ccc4c5c2c3ccc5ccc4)C(C(C1O)O)O,non-mutagenic
CCN(CCOc1ccc2-c3c(C(=O)c2c1)cc(cc3)OCCN(CC)CC)CC,mutagenic
O1CCOCCOCCOCCOCCOCC1,non-mutagenic
CCOC(=O)C[C@H](C(=O)OCC)SP(=O)(OC)OC,non-mutagenic
O=C1C(c2ccc3c(n2)cccc3)C(=O)c2c1cccc2,mutagenic
CC(=O)O,non-mutagenic
Cc1ccc(cc1N)N=Nc1ccc(c(c1)N)C,mutagenic
ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl,non-mutagenic
CCN(CC)CC,non-mutagenic
BrCc1cccc2-c3c4c(-c12)cccc4ccc3,mutagenic
N#N=NCC(Cn1cnc2c1nc(N)nc2N)O,mutagenic
O=C=NC1CCCCC1,non-mutagenic
C=CC(=O)OCCCCCCOC(=O)C=C,non-mutagenic
O=c1n(CC2CO2)sc2c1ccc(c2)OCC1CO1,mutagenic
CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,non-mutagenic
O=Cc1ccc(cc1)O,non-mutagenic
CCCSSCC=C,non-mutagenic
OC(C(Cl)(Cl)Cl)Nc1snc2c1cccc2,non-mutagenic
NNC(C(=O)O)(Cc1ccc(c(c1)O)O)C,mutagenic
Brc1c(Oc2c(Br)c(Br)c(c(c2Br)Br)Br)c(Br)c(c(c1Br)Br)Br,non-mutagenic
Clc1cc(N)c(c(c1)S(=O)(=O)O)O,non-mutagenic
c1ccc2-c3c4c(-c2c1)nc1ccccc1c4c1c(n3)cccc1,non-mutagenic
C1CCCC1,non-mutagenic
ClC(C(Cl)(Cl)Cl)Cl,non-mutagenic
ONc1ccc(cc1C)C,mutagenic
CSSC,non-mutagenic
COc1cccc2c1nc1occc1c2OC,mutagenic
Cc1c(C)cccc1C,mutagenic
Oc1c2c(OC3C2C=CO3)cc2c1c(=O)c1c(o2)cccc1O,non-mutagenic
N[C@@H](C(=O)O)Cc1ccc(cc1)F,non-mutagenic
NC(C(=O)O)CSC(C(Br)Br)(F)F,mutagenic
Oc1cc2c(=O)oc3c4c2c(c1O)oc(=O)c4cc(c3O)O,non-mutagenic
OC[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H]([C@H]2I)O)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2,mutagenic
COc1nncc2c1nccc2,non-mutagenic
Nc1ccc2c(c1)c1c(C)c3cnccc3c(c1[nH]2)C,mutagenic
COc1cc(ccc1N=Nc1c(O)c2ccc(cc2cc1S(=O)(=O)O)N)c1ccc(c(c1)OC)N=Nc1cc(c2c(c1O)cccc2)S(=O)(=O)O,mutagenic
N#N=NCC(Cn1cnc2c1ncnc2SC)O,mutagenic
COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,non-mutagenic
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,mutagenic
Clc1ccc(cc1)c1nc2c(o1)cccc2,non-mutagenic
OC1CCCCC1,non-mutagenic
N#N=Nc1ccc(c(c1)[N+](=O)[O-])F,mutagenic
[O-][N+](=O)c1cc2ccccc2c2c1c(cc1c2OCO1)C(=O)O,mutagenic
CCCCN(CC)CC,non-mutagenic
CC(COC(=O)C(=C)C)C,non-mutagenic
Clc1ccc(c(c1)Cl)C(Cl)(Cl)Cl,mutagenic
Oc1cc2c3c4c1cccc4ccc3cc1c2cccc1,mutagenic
O[C@H]1C=Cc2c([C@@H]1O)c1cc3c(nc1cc2)ccc1c3cccc1,mutagenic
O=NN(C(=O)C(C(C)C)NC(=O)C)CC(=O)O,mutagenic
[O-][N+](=O)c1ccccc1Nc1ccccc1,non-mutagenic
Clc1ccc(c(c1)Cl)O,non-mutagenic
C[C@@H]1CN(N=O)[C@H](CN1N=O)C,mutagenic
Clc1ccc(cc1)C(=O)Cl,non-mutagenic
O=C(c1ccccc1O)OCc1ccccc1,non-mutagenic
OS(=O)(=O)c1ccc(cc1)NN=Nc1ccc(cc1)S(=O)(=O)O,non-mutagenic
ClC(=O)CCc1ccccc1,mutagenic
Nc1ccc2c(c1)nc1c(c2N)cccc1,mutagenic
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,non-mutagenic
CCc1ccc2c(c1[N+](=O)[O-])C(=O)c1c(C2=O)cccc1,mutagenic
FC(C(F)(F)F)C(F)(F)F,non-mutagenic
ClCC(CBr)(Br)C,non-mutagenic
Nc1ccc(cc1)N=Nc1ccc(cc1)N,mutagenic
O=C(Nc1ccccc1)CC(=O)C,non-mutagenic
c1ccc2-c3c4c(-c2c1)cc1cccc2c1c4c(cc3)cc2,mutagenic
O=C(c1csc(c1)[N+](=O)[O-])Nc1ccccc1F,mutagenic
[O-][N+](=O)c1ccc2c3c1ccc1c3c(cc2)[n+](c2c1cccc2)[O-],mutagenic
Brc1ccc(cc1)NC(=O)c1csc(c1)[N+](=O)[O-],mutagenic
ClC/C=C/CCl,mutagenic
ONc1ccc2-c3c(Cc2c1)cccc3,mutagenic
Cc1ccccc1Br,non-mutagenic
OCCN=N#N,mutagenic
Nc1ccc(cc1)N,mutagenic
Oc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1C(=O)C)O,non-mutagenic
[O-][N+](=O)c1cc(ccc1O)c1ccccc1,non-mutagenic
O=NN(Cc1ccc(cc1)[N+](=O)[O-])C,mutagenic
O=C1c2c(N)ccc(c2C(=O)c2c1c(N)ccc2N)N,mutagenic
Clc1c(O)cccc1Cl,non-mutagenic
[O-][N+](=O)c1ccccc1C(=O)Cl,mutagenic
CCNC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)(C)C)O,non-mutagenic
Nc1sc2c(n1)c(Cl)ccc2,non-mutagenic
CC(c1cc(N)c(cc1N)[N+](=O)[O-])C,mutagenic
O=C(c1csc(c1)[N+](=O)[O-])Nc1ccccc1Cl,mutagenic
CCn1c(N)nc2c1ccc1c2ncc(n1)C,mutagenic
[O-][N+](=O)NC(=N)N(N=O)CCCCCC,mutagenic
Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-],mutagenic
CC(C(C)(C)C)OP(=O)(Cl)C,non-mutagenic
O=C1C=CC(=O)C(=C1)C(C)(C)C,mutagenic
CCCCON(C(=O)c1ccc(cc1)Br)OC(=O)C,mutagenic
